solarSystemName,security
Kiainti,0.5285221071
Vasala,0.4937122829
Walvalin,0.3786832071
Otanuomi,0.37229
Vouskiaho,0.5002789626
Otsela,0.3843998760
Tasti,0.2822909694
Otosela,0.2381571307
Uemon,0.1974467806
Paala,0.1343789522
Fuskunen,0.2246366235
Akkio,0.1621514141
Uchoshi,0.4741790498
Mastakomon,0.4569661039
Eruka,0.4172608157
Ohkunen,0.3848866895
Obe,0.3469314814
Wirashoda,0.49364
Osaa,0.3291989355
LZ-6SU,-0.1727831272
MC6O-F,-0.2804349532
U54-1L,-0.2680697672
B-588R,-0.1547702256
NCGR-Q,-0.2605165326
G-LOIT,-0.1570092989
HE-V4V,-0.2144029344
N-HSK0,-0.3604404502
05R-7A,-0.4017755511
7-UH4Z,-0.3638713436
5ZO-NZ,-0.3034607984
FS-RFL,-0.3708158237
Y0-BVN,-0.4395372506
X97D-W,-0.4276449021
0-R5TS,-0.2186268061
H-UCD1,-0.1722287636
7-K5EL,-0.1505020563
H-5GUI,-0.1405149800
FH-TTC,-0.1375529255
FMBR-8,-0.1384410888
3HX-DL,-0.4238191363
UH-9ZG,-0.4625835913
NFM-0V,-0.4991225788
YXIB-I,-0.5069950556
MY-T2P,-0.3770807827
FA-DMO,-0.3855828165
GEKJ-9,-0.3863537569
Q-R3GP,-0.3551379998
N-5QPW,-0.3925579007
XV-8JQ,-0.3949292485
WBR5-R,-0.5158034428
4GYV-Q,-0.5365561448
4-HWWF,-0.4730263529
YMJG-4,-0.4168935404
8TPX-N,-0.4371916089
PM-DWE,-0.4236528689
K8X-6B,-0.4302153935
X445-5,-0.4137535228
KRUN-N,-0.3866967383
9OO-LH,-0.4669643271
V-OJEN,-0.3168427103
EIDI-N,-0.4061064359
P3EN-E,-0.2748796674
49-0LI,-0.3201043640
IPAY-2,-0.3391336951
DAYP-G,-0.3927612806
IFJ-EL,-0.2915992331
47L-J4,-0.2613924205
Q-L07F,-0.3223471876
E-D0VZ,-0.2703388866
6WW-28,-0.2266559039
A8A-JN,-0.2706317540
S-NJBB,-0.2815867005
T-GCGL,-0.7339960621
0MV-4W,-0.6627406505
TVN-FM,-0.6457986553
V-NL3K,-0.7635342351
AZBR-2,-0.7090482113
Z-8Q65,-0.7746851045
0J3L-V,-0.7907073327
H-NOU5,-0.1406062024
KX-2UI,-0.1582737157
MO-FIF,-0.1132238695
97-M96,-0.1888732808
MA-XAP,-0.0972100661
C-J7CR,-0.0854802019
Q-EHMJ,-0.1533721336
XSQ-TF,-0.1554342519
H-1EOH,-0.1712750011
IR-DYY,-0.1593389436
C-DHON,-0.1239549047
F-D49D,-0.1909375463
MQ-O27,-0.1289936203
H-EY0P,-0.1560862925
UNAG-6,-0.2235419598
E-SCTX,-0.2084510466
S6QX-N,-0.2176908690
IT-YAU,-0.1594597043
1VK-6B,-0.1691390234
7-PO3P,-0.2578908501
1W-0KS,-0.1025559519
669-IX,-0.2701582846
0R-F2F,-0.3128408295
R-P7KL,-0.2639812938
2DWM-2,-0.2040389013
XF-PWO,-0.3122084627
1N-FJ8,-0.2232949017
VI2K-J,-0.1317824258
ZLZ-1Z,-0.1710724641
6Y-WRK,-0.1556599728
RVCZ-C,-0.1424955173
5T-KM3,-0.1659744083
LS9B-9,-0.1989296094
1-GBBP,-0.7717415732
C-FP70,-0.7587705942
T-ZWA1,-0.7516916139
ZA0L-U,-0.8051051029
G96R-F,-0.8733299345
Y-ZXIO,-0.9004377936
B-E3KQ,-0.2554699380
Y5J-EU,-0.2187531175
O-LR1H,-0.2471641828
G5ED-Y,-0.2666063228
BR-6XP,-0.2478877594
8-TFDX,-0.1907659764
UL-4ZW,-0.4081373272
A-QRQT,-0.1278022783
WMBZ-U,-0.0865989933
PX5-LR,-0.1716442535
A3-RQ3,-0.2962836497
9-GBPD,-0.1596233249
LS-JEP,-0.2434772448
R-RSZZ,-0.4364386566
MGAM-4,-0.5753650408
VORM-W,-0.5585461829
7G-H7D,-0.3578075476
Q3-BAY,-0.8099135175
JZV-F4,-0.8524244587
WF-1LM,-0.0019004979
D95-FQ,-0.0002124923
ZSPJ-K,-0.0002760118
U1F-86,-0.0005525830
T-P7A6,-0.0013515536
Y-T3JJ,-0.0008814634
F3R-IA,-0.0016309920
74-YTJ,-0.0040542352
8-RS3U,-0.0004640348
OVFN-N,-0.0005943312
1Q-BBM,-0.0004888445
WXNC-N,-0.0005536703
G-EA07,-0.0010568747
X-L6BO,-0.0013174137
D-PHUA,-0.0009382757
3-HXHQ,-0.0024862611
18A-NB,-0.0016391557
3-J5OQ,-0.0007147495
GYF-GD,-0.0020920325
W-6TS9,-0.0006130009
VIG-VR,-0.0017852688
KX-P5C,-0.0010976054
N-FJBK,-0.0012391152
2-4ZT5,-0.0014363248
NVN-6F,-0.0018491407
09-8TH,-0.0020143056
TI0-AX,-0.0017349494
7O-POM,-0.0001038496
L6Q-SX,-0.0001580466
BFJ-TB,-0.0002553213
ZZ7-L6,-0.0001252820
L-CHVW,-0.0001038043
X0LN-U,-0.0004962348
RQAE-M,-0.0003327959
7CO-SA,-0.0003648599
4G-E5A,-0.0007803386
A-VWK9,-0.0002242965
JQHP-4,-0.0001648977
6Q5K-5,-0.0002529921
P-MVFP,-0.0001720005
J-Z1UW,-0.0009386588
W477-P,-0.0003318966
NQ1-BL,-0.0007704462
K7A-G8,-0.0006646602
HP-PMX,-0.0004596785
6BN-K9,-0.0004098643
WLE-PY,-0.0008182830
EH-HXW,-0.0003403816
OS-RR3,-0.0006353403
V4-GZL,-0.0002443072
4C-Z91,-0.0016207695
RU-97T,-1.0000000000
1S-1V7,-0.0008983219
PE1-R1,-0.0022107225
Polaris,-0.0006333671
JB-007,-0.0011705007
USJ2-M,-0.0001981191
7M-RAL,-0.0002657163
LPBU-U,-0.0001747425
RF-342,-0.0001567236
J2V-XY,-0.0002976744
Z-JBTR,-0.0000902817
S-QNXH,-0.0001280696
S94-X8,-0.0002035868
J-YQEC,-0.0003308746
8MX-OR,-0.0004372733
97YC-C,-0.0004977616
V-AMD5,-0.0005061372
U-JC8X,-0.0002100013
1HH3-E,-0.0000708587
DUIU-Q,-0.0000496268
LQH0-H,-0.0000308065
FRW3-2,-0.0000373502
9MX-1C,-0.0000424615
IED-4U,-0.0000545918
N-9EOQ,-0.0000313992
6F3-TK,-0.0000937668
2E0P-2,-0.0000531533
U-ITH5,-0.0000455664
N-4G5L,-0.0000774434
RB-2EA,-0.0000424573
ZK5-42,-0.0001251119
YRZ-E4,-0.0000127467
A3-PAT,-0.0000151419
H55-2R,-0.0000136963
P6-DBM,-0.0000188258
9XI-0X,-0.0000106744
Q8T-MC,-0.0000077309
Z-YOJ9,-0.0015133706
4T4B-L,-0.0019535977
F-JB3H,-0.0037660877
XBO7-F,-0.0042400345
FI-449,-0.0042843871
UA7-U4,-0.0059208027
VM-QFU,-0.0000046415
PU-1Z8,-0.0000049521
IEZW-V,-0.0000032122
B-DXO9,-0.0000018222
1TS-WN,-9.836E-7
16-31U,-9.709E-7
H472-N,-0.0000013443
U8MM-3,-0.0000084732
3C-26I,-0.0000085144
9K-VDI,-0.0000053489
L-SDU7,-0.0000165693
4-IPWK,-0.0000085821
Q-KCK3,-0.0000165342
WU-FHQ,-0.2606911565
V-4DBR,-0.3225648359
B-5UFY,-0.4014222456
SK42-F,-0.3158692360
EU9-J3,-0.2510197709
PQRE-W,-0.6204132963
OEG-K9,-0.7984868007
0-W778,-0.2174658913
DG-8VJ,-0.3525865389
5J4K-9,-0.2015724632
MD-0AW,-0.1995432358
H-FGJO,-0.2051128406
1KAW-T,-0.4024754267
C5-SUU,-0.5090262732
XSUD-1,-0.3370332710
3-LJW3,-0.6152691198
ZLO3-V,-0.5857486990
P7MI-T,-0.4048852275
JFV-ID,-0.3557651908
3-3EZB,-0.5075816330
52CW-6,-0.4585950841
9-OUGJ,-0.3606518538
4NDT-W,-0.3336065075
GR-X26,-0.3237183340
6OU9-U,-0.3159863061
9N-0HF,-0.2623742678
U-OVFR,-0.3099517664
G3D-ZT,-0.3351458875
D-0UI0,-0.3230920283
L8-WNE,-0.4376930996
1-GBVE,-0.4374977791
GC-LTF,-0.2643469714
NB-ALM,-0.4587692850
LT-XI4,-0.2446022571
L-QQ6P,-0.3518202398
5OJ-G2,-0.4691366851
9-02G0,-0.4749472751
XA5-TY,-0.5303782493
M-XUZZ,-0.4594491438
OFVH-Y,-0.3003791833
2-X0PF,-0.3777087784
1-PGSG,-0.4965527513
QLPX-J,-0.2788776212
A-C5TC,-0.2414721321
RZ-PIY,-0.2305845359
FR46-E,-0.2691451606
SLVP-D,-0.5720547239
0-G8NO,-0.6865977718
QRFJ-Q,-0.5273303580
HZFJ-M,-0.7140626636
77S8-E,-0.8197735267
FMH-OV,-0.9011149255
TYB-69,-0.3368960897
EDQG-L,-0.2142201616
7-P1JO,-0.2487706348
T-0JWP,-0.2380961298
J-L9MA,-0.2384625916
DX-TAR,-0.2352479535
A-7XFN,-0.2320007601
O3-4MN,-0.2527214515
U-MFTL,-0.3095529442
8FN-GP,-0.5116518940
FIDY-8,-0.5152087552
X40H-9,-0.6225172557
F2W-C6,-0.7096158890
KZ9T-C,-0.7716695217
XW2H-V,-0.8655767743
F9O-U9,-0.1694332894
S-51XG,-0.1426498837
E-1XVP,-0.2103908003
E-ACV6,-0.1558700060
BOZ1-O,-0.1527507424
QIMO-2,-0.1545027556
Z-2Y2Y,-0.1524732896
Q0J-RH,-0.1351724098
SAI-T9,-0.3066237125
IAS-I5,-0.3932012571
K7S-FF,-0.3363892210
RT-9WL,-0.5008711424
O5Q7-U,-0.6021052316
62O-UE,-0.5637633615
U0W-DR,-0.2442084603
SY-UWN,-0.1792128283
DX-DFJ,-0.2735606615
X-31TE,-0.2012819085
DVWV-3,-0.3628853061
KE-0FB,-0.2485389004
I-9GI1,-0.2014115983
W6P-7U,-0.3227901012
0IF-26,-0.3963359052
H-93YV,-0.3275323104
E51-JE,-0.2801027878
7-A6XV,-0.4520587452
QXE-1N,-0.3476313136
U69-YC,-0.5164991974
L-L7PE,-0.5593778237
MKIG-5,-0.2219971708
YHEN-G,-0.1995273933
E-JCUS,-0.2156269330
W-QN5X,-0.2722109230
LP1M-Q,-0.2433828464
30-YOU,-0.2664210938
384-IN,-0.2043792465
4F89-U,-0.2453493411
G063-U,-0.2959991164
J7-BDX,-0.4110933245
MLQ-O9,-0.1964369320
L-FM3P,-0.1708690041
X-ARMF,-0.0896260318
8-OZU1,-0.1803341212
0TYR-T,-0.1555020254
GM-50Y,-0.1667668035
G9L-LP,-0.1478493288
MWA-5Q,-0.3076617182
H-HHTH,-0.4215422628
JQU-KY,-0.2673413591
UY5A-D,-0.4047977084
C-62I5,-0.1175612808
ZH-GKG,-0.1252678939
GPLB-C,-0.2546971598
GGE-5Q,-0.4867313950
5E-CMA,-0.4204256804
U104-3,-0.2667644124
M3-KAQ,-0.3158047214
6-L4YC,-0.2414960772
UM-SCG,-0.3050725536
F-3FOY,-0.4128037666
OAIG-0,-0.3473972823
UZ-QXW,-0.4848184724
5DE-QS,-0.3730283768
R0-DMM,-0.4685800072
5Q65-4,-0.6205077748
SR-4EK,-0.3381576051
0RI-OV,-0.2940064165
C-LTXS,-0.2878239884
C0O6-K,-0.2967877090
HD-AJ7,-0.3133024019
G9NE-B,-0.3299053461
SJJ-4F,-0.2466150176
F-QQ5N,-0.6505233660
1-7B6D,-0.6923944107
H6-EYX,-0.7262842437
U-HVIX,-0.6619212896
4-EFLU,-0.5228060004
EIH-IU,-0.6009419885
F-EM4Q,-0.4296292006
1L-OEK,-0.6646604295
MN-Q26,-0.5109122231
5H-SM2,-0.7108604604
4-OS2A,-0.5951959228
YI-GV6,-0.6408141710
SO-X5L,-0.7033248595
XQS-GZ,-0.5513123856
Q-GQHN,-0.5285758465
A-4JOO,-0.1960289639
TP7-KE,-0.3269291767
R4N-LD,-0.2614946381
3Q-VZA,-0.2499016460
M-MBRT,-0.2392914866
HPBE-D,-0.2916048554
GRHS-B,-0.4581189218
J-RXYN,-0.4587291437
DUO-51,-0.4730031206
07-SLO,-0.3975030046
Z-A8FS,-0.5423556330
GPD5-0,-0.3056842138
LKZ-CY,-0.4495411815
F5M-CC,-0.3867472662
TZE-UB,-0.3239295144
WRL4-2,-0.4095743124
V7G-RL,-0.4412940414
XEN7-0,-0.1864932494
L-Z9KJ,-0.3467443754
7K-NSE,-0.2862598188
OR-7N5,-0.2980689469
JEQG-7,-0.2862094103
5NQI-E,-0.2497209764
B-WQDP,-0.3421525278
2-2EWC,-0.1070951184
E1W-TB,-0.1933371163
D-6H64,-0.0633886989
8-BIE3,-0.0760954314
LMM7-L,-0.1932617774
995-3G,-0.0870203025
W2T-TR,-0.0502633485
Q-UEN6,-0.0554869265
BLMX-B,-0.0323007199
M-CNUD,-0.0434031064
YE1-9S,-0.0505464528
IVP-KA,-0.0630877989
04EI-U,-0.0772734744
B-T6BT,-0.9010969141
VK-A5G,-0.5608118177
I6-SYN,-0.3493166010
O-5TN1,-0.4044791173
8-SPNN,-0.9521641522
U-QMOA,-0.3097907559
4S0-NP,-0.0826034151
K-RMI5,-0.1003208768
C-6YHJ,-0.1293951708
M53-1V,-0.1921027022
E5T-CS,-0.1971987062
W4C8-Q,-0.2721625932
I-2705,-0.0906734518
5F-MG1,-0.3149895337
P7-45V,-0.3385785677
M-MCP8,-0.3857152495
JZ-B5Y,-0.3889556008
TPG-DD,-0.3035746736
NIF-JE,-0.6150638433
BTLH-I,-0.6291512730
U93O-A,-0.8429933002
0LY-W1,-0.5500394385
4YO-QK,-0.9061297147
LJ-RJK,-0.8828175102
8-VC6H,-1.0000000000
LQ-01M,-0.5795548659
NG-M8K,-0.9097819353
RV5-TT,-0.3723657990
8OYE-Z,-0.5344909787
K85Y-6,-1.0000000000
PKN-NJ,-0.2606331827
EIN-QG,-0.1088872899
ARG-3R,-0.0428070913
S-E6ES,-0.1116498510
R-3FBU,-0.0574630883
K7-LDX,-0.1130261059
U-IVGH,-0.1052909747
P-N5N9,-0.0315521551
JMH-PT,-0.2164912041
DE-A7P,-0.4728230429
X9V-15,-0.3162536918
K212-A,-0.0649874388
F-5FDA,-0.0468012536
S1-XTL,-0.1062546478
9PX2-F,-0.0651013057
N3-JBX,-0.1285046849
SG-75T,-0.2918803526
GN-PDU,-0.0902961281
AZ3F-N,-0.0788888503
RNM-Y6,-0.1813469684
V-KDY2,-0.2348681944
FYD-TO,-0.0264815032
ER2O-Y,-0.0427655695
J2-PZ6,-0.3313389815
XV-MWG,-0.4145389514
OAQY-M,-0.5270790572
1V-LI2,-0.4285767640
M9-MLR,-0.3965200064
Q-K2T7,-0.4581816600
LBC-AW,-0.5974887425
2-KPW6,-0.5633048270
H5N-V7,-0.2424279902
HQ-Q1Q,-0.1616673452
WHI-61,-0.0515799118
ZFJH-T,-0.1001644564
I-1B7X,-0.1576960689
G15Z-W,-0.0866886396
AH8-Q7,-0.1924305650
SD4A-2,-0.2566327519
U6K-RG,-0.2066479112
V-S9YY,-0.1256356118
F2-NXA,-0.1798629824
NSBE-L,-0.1622354079
8Q-T7B,-0.0630912082
WV0D-1,-0.0803935736
ZNF-OK,-0.0310707251
C8-7AS,-0.0123103506
4E-EZS,-0.0248305160
A-80UA,-0.0069415853
U2-28D,-0.3413324372
LQ-OAI,-0.5395398415
5-MQQ7,-0.3748784927
6-EQYE,-0.4048837111
03-OR2,-0.1696835490
JLO-Z3,-0.2024698591
IAK-JW,-0.7830696350
KZFV-4,-0.6745795907
WO-GC0,-0.7894042020
RYC-19,-0.8838926563
X2-ZA5,-0.9005847974
28Y9-P,-0.6852190088
Q4C-S5,-0.6792392417
B-1UJC,-0.5307990849
Q-NA5H,-0.7176751140
4-CM8I,-0.5093496518
ZDB-HT,-0.5843460873
1QZ-Y9,-0.4383996132
HJ-BCH,-0.0283579963
QPTT-F,-0.0161742008
9M-M0P,-0.0109968856
9BC-EB,-0.0249626527
WFFE-4,-0.0224903286
71-UTX,-0.0292272637
PU-UMM,-0.0139167036
6-KPAB,-0.0105409832
Y5-E1U,-0.0335375956
4-43BW,-0.3508743357
8CN-CH,-0.3207357971
V-F6DQ,-0.2899610659
3S-6VU,-0.2074316941
1-7HVI,-0.4027144677
OX-S7P,-0.4607038722
KDG-TA,-0.1791473727
KD-KPR,-0.4157180459
PT-21C,-0.1767231245
Z182-R,-0.2155496980
EKPB-3,-0.3553323237
5M2-KP,-0.4001293978
TK-DLH,-0.3089953560
C8H5-X,-0.1492839802
O-7LAI,-0.0815947082
7L3-JS,-0.1195386874
WF4C-8,-0.1712771020
TZN-2V,-0.1526766545
8EF-58,-0.2797526549
4DS-OI,-0.2006353240
XQP-9C,-0.1550186335
W-6GBI,-0.1977724145
XKH-6O,-0.1452237129
S0U-MO,-0.2546622710
F39H-1,-0.1696129120
V-QXXK,-0.2321039410
2-Q4YG,-0.1103811281
2JT-3Q,-0.1021093810
I3CR-F,-0.1598307559
7-JT09,-0.0887570080
AGCP-I,-0.1403204675
M4-GJ6,-0.1569205312
5-2PQU,-0.0809600941
SN9-3Z,-0.1435223016
6BJH-3,-0.0546218033
U-UTU9,-0.0420901580
1TG7-W,-0.0590202799
QYD-WK,-0.0445868476
R959-U,-0.0607290633
A-TJ0G,-0.0851892836
88A-RA,-0.2864100839
8G-2FP,-0.2113610590
C-J6MT,-0.2887451608
78-0R6,-0.2569041839
MSG-BZ,-0.2762124099
8-WYQZ,-0.2303424254
4M-QXK,-0.1487592760
X5-0EM,-0.2503766393
G-EURJ,-0.2863172610
SHBF-V,-0.2924155138
RERZ-L,-0.2203176208
0UBC-R,-0.2143566489
3U-48K,-0.2137161140
EFM-C4,-0.4819140155
YPW-M4,-0.5424412340
Q7-FZ8,-0.5464866270
L5-UWT,-0.6511063967
74-VZA,-0.7233810295
I-1QKL,-0.5766920840
GK5Z-T,-0.5284307372
RQN-OO,-0.3905020901
67Y-NR,-0.2562016470
GDHN-K,-0.3673660864
QTME-D,-0.4527429207
A24L-V,-0.4778218403
4CJ-AC,-0.2049159166
EUU-4N,-0.6807733743
Q-3HS5,-0.5788729116
3AE-CP,-0.6742307515
0-VG7A,-0.4304980243
9OLQ-6,-0.7859782641
MOCW-2,-0.8165413087
ZO-4AR,-0.2940069549
MJ-LGH,-0.2591845321
F2A-GX,-0.2610427909
RD-FWY,-0.1849849353
VBPT-T,-0.3177060533
KS-1TS,-0.4474549525
X0-6LH,-0.7143096910
FN0-QS,-0.8493746886
F3-8X2,-0.5421197244
N7-BIY,-0.6463984327
TTP-2B,-0.9331987878
LVL-GZ,-0.9597096467
EJ48-O,-0.1027489011
ROJ-B0,-0.1909170108
DFH-V5,-0.3232028212
B-II34,-0.0864460960
4LB-EL,-0.3880961039
UDE-FX,-0.4105137041
5IH-GL,-0.5092451557
C1G-XC,-0.5640370414
04-EHC,-0.5604053831
3-0FYP,-0.4918123010
N-O53U,-0.4258575554
HZ-O18,-0.4200596207
D-P1EH,-0.5375865106
74L2-U,-0.5299330565
HL-VZX,-0.4957296434
38NZ-1,-0.5354515842
W-MF6J,-0.5135102181
O-9G5Y,-0.5209787079
27-HP0,-0.6407402996
X1-IZ0,-0.5901914981
RZ-TI6,-0.7659495698
FX4L-2,-0.7557006018
1ZF-PJ,-0.8623021704
HFC-AQ,-0.9292927395
0-6VZ5,-0.4991567887
GB-6X5,-0.5246538574
7EX-14,-0.5574444575
N7-KGJ,-0.5937019562
VD-8QY,-0.5606207422
J-ZYSZ,-0.5125586114
5C-RPA,-0.4979423806
CR2-PQ,-0.4993716816
E-OGL4,-0.2855596591
J-GAMP,-0.2422942130
M-OEE8,-0.2183287931
V0DF-2,-0.2094487527
FY0W-N,-0.1934511544
MJI3-8,-0.2045017387
A-DDGY,-0.2063542752
F-RT6Q,-0.2498588453
B-S42H,-0.2231977273
NL6V-7,-0.2557477375
F-749O,-0.2365192933
0-YMBJ,-0.1589990047
UMI-KK,-0.1694787389
GKP-YT,-0.2106737910
AW1-2I,-0.2154247309
15W-GC,-0.3229769218
N-FK87,-0.2642166918
C2X-M5,-0.3739772919
MSHD-4,-0.4407396089
H-W9TY,-0.4601548281
PNDN-V,-0.3107371001
D7-ZAC,-0.5202363886
SH1-6P,-0.5656139356
TRKN-L,-0.6789916463
O-0ERG,-0.7267119544
WH-JCA,-0.7289173243
Q-CAB2,-0.7756454635
PBD-0G,-0.2304382391
L-1HKR,-0.2547234953
9GI-FB,-0.2642379203
3G-LHB,-0.2087663222
DBT-GB,-0.2457237278
U-W3WS,-0.1593171977
DL1C-E,-0.1298659530
YLS8-J,-0.1092496172
2ISU-Y,-0.1263630348
X-CFN6,-0.0958331038
9SL-K9,-0.0963088369
Y-PZHM,-0.0924183839
OY-UZ1,-0.1304082868
S8-NSQ,-0.2045517563
GIH-ZG,-0.2411964449
V7-FB4,-0.2492471690
XD-TOV,-0.2683656225
K-6SNI,-0.2724330266
L-VXTK,-0.2677874962
C8VC-S,-0.2728061060
W-UQA5,-0.3027841175
W6VP-Y,-0.7766049022
IMK-K1,-0.7763798373
NJ4X-S,-0.7212632673
F-G7BO,-0.5931866591
2CG-5V,-0.6127261332
QFF-O6,-0.5384330986
NIH-02,-0.0445461924
JPL-RA,-0.0993571773
NK-7XO,-0.0184411606
E02-IK,-0.0609315665
N-DQ0D,-0.0674851205
M-MD3B,-0.1193458346
FVXK-D,-0.3829289822
6EG7-R,-0.7053432997
56D-TC,-0.6989712622
2X7Z-L,-0.5540875623
8DL-CP,-0.8387200807
UMDQ-6,-0.8714045362
504Z-V,-0.0903194024
F8K-WQ,-0.0228984198
AB-FZE,-0.1089965972
N-6Z8B,-0.0761857653
YUY-LM,-0.0172835894
NE-3GR,-0.0320258062
Y4-GQV,-0.0209094218
7-IDWY,-0.0087122669
AZF-GH,-0.0268462076
UT-UZB,-0.0084748990
M-EKDF,-0.0047093662
CRXA-Y,-0.0754463728
VXO-OM,-0.0033158832
BY5-V8,-0.0072238351
TET3-B,-0.0170198240
VKU-BG,-0.5463953612
WPR-EI,-0.4558152370
0NV-YU,-0.2868263449
V-2GYS,-0.1943594426
168-6H,-0.1319692739
W-RFUO,-0.1560803572
AI-EVH,-0.0582776682
F-MKH3,-0.1174299199
ZM-DNR,-0.0670590986
GF-3FL,-0.4337046073
ZJ-GOU,-0.1466198143
QQ3-YI,-0.2511537362
9-34L5,-0.0780711597
0R-GZQ,-0.4441306067
QM-20X,-0.1515418913
8YC-AN,-0.1458745449
7Q-8Z2,-0.3031879699
SUR-F7,-0.4371039126
OK-6XN,-0.5608922798
Q2FL-T,-0.2540604321
Y7-XFD,-0.0518990524
U3K-4A,-0.7520340497
P1T-LP,-0.0571290958
R-ESG0,-0.0461012680
CI4M-T,-0.0301216179
I-QRJA,-0.0740720258
M-YWAL,-0.2327172198
DE71-9,-0.1390899795
7JF-0Z,-0.2675795523
IX8-JB,-0.0350951381
WTIE-6,-0.0304822386
Y-DSSK,-0.0204954863
F5-CGW,-0.0038566185
H9S-WC,-0.0066620782
B-ROFP,-0.0462231644
1L-AED,-0.0715186788
